Indicator1,Indicator2,Absolute_Correlation,Indicator1_Code,Indicator2_Code,Is_Highly_Correlated
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",GDP deflator: linked series (base year varies by country),0.12855063870812733,FX.OWN.TOTL.MA.ZS,NY.GDP.DEFL.ZS.AD,False
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",GDP deflator (base year varies by country),0.1283393059711967,FX.OWN.TOTL.MA.ZS,NY.GDP.DEFL.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",Real interest rate (%),0.1279632327380288,FX.OWN.TOTL.YG.ZS,FR.INR.RINR,False
Bank capital to assets ratio (%),"Risk premium on lending (lending rate minus treasury bill rate, %)",0.12788709069560458,FB.BNK.CAPA.ZS,FR.INR.RISK,False
Domestic credit provided by financial sector (% of GDP),"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",0.1278772320289185,FS.AST.DOMS.GD.ZS,SG.TIM.UWRK.MA,False
Broad money growth (annual %),Real effective exchange rate index (2010 = 100),0.12750628402951258,FM.LBL.BMNY.ZG,PX.REX.REER,False
"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",GDP deflator: linked series (base year varies by country),0.12712217108190055,FX.OWN.TOTL.40.ZS,NY.GDP.DEFL.ZS.AD,False
"Claims on central government, etc. (% GDP)",Real effective exchange rate index (2010 = 100),0.12708628265775573,FS.AST.CGOV.GD.ZS,PX.REX.REER,False
"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",GDP deflator (base year varies by country),0.1268533177091897,FX.OWN.TOTL.40.ZS,NY.GDP.DEFL.ZS,False
Broad money to total reserves ratio,Women who were first married by age 18 (% of women ages 20-24),0.12684467095861104,FM.LBL.BMNY.IR.ZS,SP.M18.2024.FE.ZS,False
Bank liquid reserves to bank assets ratio (%),GDP deflator (base year varies by country),0.1266162235237308,FD.RES.LIQU.AS.ZS,NY.GDP.DEFL.ZS,False
Bank liquid reserves to bank assets ratio (%),GDP deflator: linked series (base year varies by country),0.12659394236948246,FD.RES.LIQU.AS.ZS,NY.GDP.DEFL.ZS.AD,False
"Depositors with commercial banks (per 1,000 adults)",Wholesale price index (2010 = 100),0.12633603699313567,FB.CBK.DPTR.P3,FP.WPI.TOTL,False
"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",Average transaction cost of sending remittances from a specific country (%),0.12609765524756084,FX.OWN.TOTL.40.ZS,SI.RMT.COST.OB.ZS,False
"Automated teller machines (ATMs) (per 100,000 adults)","Inflation, consumer prices (annual %)",0.12593389391980267,FB.ATM.TOTL.P5,FP.CPI.TOTL.ZG,False
Domestic credit to private sector (% of GDP),Proportion of seats held by women in national parliaments (%),0.12585512854915898,FS.AST.PRVT.GD.ZS,SG.GEN.PARL.ZS,False
Broad money growth (annual %),"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",0.12555335347523167,FM.LBL.BMNY.ZG,SG.TIM.UWRK.MA,False
"Automated teller machines (ATMs) (per 100,000 adults)","Inflation, GDP deflator: linked series (annual %)",0.12493695707169507,FB.ATM.TOTL.P5,NY.GDP.DEFL.KD.ZG.AD,False
Average transaction cost of sending remittances to a specific country (%),"Risk premium on lending (lending rate minus treasury bill rate, %)",0.12457098775363831,SI.RMT.COST.IB.ZS,FR.INR.RISK,False
"Automated teller machines (ATMs) (per 100,000 adults)",Broad money (current LCU),0.12410038872766756,FB.ATM.TOTL.P5,FM.LBL.BMNY.CN,False
"Interest rate spread (lending rate minus deposit rate, %)",Women who were first married by age 15 (% of women ages 20-24),0.12376632262768468,FR.INR.LNDP,SP.M15.2024.FE.ZS,False
Average transaction cost of sending remittances from a specific country (%),Women who were first married by age 18 (% of women ages 20-24),0.1236663254127311,SI.RMT.COST.OB.ZS,SP.M18.2024.FE.ZS,False
Monetary Sector credit to private sector (% GDP),Proportion of seats held by women in national parliaments (%),0.12336788434551348,FM.AST.PRVT.GD.ZS,SG.GEN.PARL.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",GDP deflator: linked series (base year varies by country),0.12325496359004147,FX.OWN.TOTL.PL.ZS,NY.GDP.DEFL.ZS.AD,False
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",GDP deflator (base year varies by country),0.12304848274254537,FX.OWN.TOTL.PL.ZS,NY.GDP.DEFL.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)","Debt service (PPG and IMF only, % of exports of goods, services and primary income)",0.12300684651127311,FX.OWN.TOTL.SO.ZS,DT.TDS.DPPF.XP.ZS,False
Domestic credit to private sector by banks (% of GDP),Proportion of seats held by women in national parliaments (%),0.12298695451400286,FD.AST.PRVT.GD.ZS,SG.GEN.PARL.ZS,False
Bank capital to assets ratio (%),Bank liquid reserves to bank assets ratio (%),0.12235643376288768,FB.BNK.CAPA.ZS,FD.RES.LIQU.AS.ZS,False
Claims on central government (annual growth as % of broad money),"Inflation, GDP deflator: linked series (annual %)",0.12224513092700327,FM.AST.CGOV.ZG.M3,NY.GDP.DEFL.KD.ZG.AD,False
Bank capital to assets ratio (%),Proportion of seats held by women in national parliaments (%),0.1216010509644476,FB.BNK.CAPA.ZS,SG.GEN.PARL.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",Real interest rate (%),0.12086780327846532,FX.OWN.TOTL.60.ZS,FR.INR.RINR,False
Bank liquid reserves to bank assets ratio (%),Wholesale price index (2010 = 100),0.12049241718826441,FD.RES.LIQU.AS.ZS,FP.WPI.TOTL,False
Consumer price index (2010 = 100),"Inflation, GDP deflator: linked series (annual %)",0.12031757065479771,FP.CPI.TOTL,NY.GDP.DEFL.KD.ZG.AD,False
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)","Debt service (PPG and IMF only, % of exports of goods, services and primary income)",0.11994218337511092,FX.OWN.TOTL.FE.ZS,DT.TDS.DPPF.XP.ZS,False
Claims on private sector (annual growth as % of broad money),Wholesale price index (2010 = 100),0.11954356919491921,FM.AST.PRVT.ZG.M3,FP.WPI.TOTL,False
"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",GDP deflator: linked series (base year varies by country),0.1195395475205167,FX.OWN.TOTL.OL.ZS,NY.GDP.DEFL.ZS.AD,False
Average transaction cost of sending remittances to a specific country (%),"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",0.11939860300820002,SI.RMT.COST.IB.ZS,SG.DMK.ALLD.FN.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",GDP deflator (base year varies by country),0.1193221190699118,FX.OWN.TOTL.OL.ZS,NY.GDP.DEFL.ZS,False
Bank liquid reserves to bank assets ratio (%),"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",0.1192537620471096,FD.RES.LIQU.AS.ZS,SG.TIM.UWRK.FE,False
Claims on other sectors of the domestic economy (% of GDP),Consumer price index (2010 = 100),0.11740195266579698,FS.AST.DOMO.GD.ZS,FP.CPI.TOTL,False
GDP deflator: linked series (base year varies by country),Lending interest rate (%),0.1173874770125536,NY.GDP.DEFL.ZS.AD,FR.INR.LEND,False
Consumer price index (2010 = 100),"Inflation, GDP deflator (annual %)",0.11732852539752635,FP.CPI.TOTL,NY.GDP.DEFL.KD.ZG,False
GDP deflator (base year varies by country),Lending interest rate (%),0.11684450304190233,NY.GDP.DEFL.ZS,FR.INR.LEND,False
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)","Debt service (PPG and IMF only, % of exports of goods, services and primary income)",0.11666523973243692,FX.OWN.TOTL.PL.ZS,DT.TDS.DPPF.XP.ZS,False
Proportion of seats held by women in national parliaments (%),Women who were first married by age 18 (% of women ages 20-24),0.11644442480124906,SG.GEN.PARL.ZS,SP.M18.2024.FE.ZS,False
"Automated teller machines (ATMs) (per 100,000 adults)",Bank nonperforming loans to total gross loans (%),0.11579257089524364,FB.ATM.TOTL.P5,FB.AST.NPER.ZS,False
"Automated teller machines (ATMs) (per 100,000 adults)",Net domestic credit (current LCU),0.11537410797931742,FB.ATM.TOTL.P5,FM.AST.DOMS.CN,False
Bank capital to assets ratio (%),Lending interest rate (%),0.11458440386291514,FB.BNK.CAPA.ZS,FR.INR.LEND,False
Bank liquid reserves to bank assets ratio (%),"Inflation, GDP deflator: linked series (annual %)",0.11414243538564767,FD.RES.LIQU.AS.ZS,NY.GDP.DEFL.KD.ZG.AD,False
Bank liquid reserves to bank assets ratio (%),Broad money (% of GDP),0.11412728825367646,FD.RES.LIQU.AS.ZS,FM.LBL.BMNY.GD.ZS,False
"Claims on central government, etc. (% GDP)","Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",0.11391623251350061,FS.AST.CGOV.GD.ZS,SG.TIM.UWRK.FE,False
"Commercial bank branches (per 100,000 adults)","Interest rate spread (lending rate minus deposit rate, %)",0.11333517237020917,FB.CBK.BRCH.P5,FR.INR.LNDP,False
Claims on private sector (annual growth as % of broad money),Domestic credit provided by financial sector (% of GDP),0.11295894063152544,FM.AST.PRVT.ZG.M3,FS.AST.DOMS.GD.ZS,False
"Risk premium on lending (lending rate minus treasury bill rate, %)",Women who were first married by age 18 (% of women ages 20-24),0.11260554787163732,FR.INR.RISK,SP.M18.2024.FE.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",Claims on private sector (annual growth as % of broad money),0.11197740139457363,FX.OWN.TOTL.PL.ZS,FM.AST.PRVT.ZG.M3,False
Bank liquid reserves to bank assets ratio (%),"Inflation, GDP deflator (annual %)",0.11175087931748601,FD.RES.LIQU.AS.ZS,NY.GDP.DEFL.KD.ZG,False
Claims on private sector (annual growth as % of broad money),"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",0.11157502745925807,FM.AST.PRVT.ZG.M3,SG.DMK.ALLD.FN.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",Bank nonperforming loans to total gross loans (%),0.11146748554088012,FX.OWN.TOTL.PL.ZS,FB.AST.NPER.ZS,False
Consumer price index (2010 = 100),"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",0.11119160956995676,FP.CPI.TOTL,SG.TIM.UWRK.MA,False
Claims on other sectors of the domestic economy (% of GDP),"Official exchange rate (LCU per US$, period average)",0.11108236450766575,FS.AST.DOMO.GD.ZS,PA.NUS.FCRF,False
Broad money growth (annual %),Wholesale price index (2010 = 100),0.11105012137472144,FM.LBL.BMNY.ZG,FP.WPI.TOTL,False
Average transaction cost of sending remittances from a specific country (%),"Depositors with commercial banks (per 1,000 adults)",0.11101938540983199,SI.RMT.COST.OB.ZS,FB.CBK.DPTR.P3,False
Claims on other sectors of the domestic economy (% of GDP),DEC alternative conversion factor (LCU per US$),0.11096041135847214,FS.AST.DOMO.GD.ZS,PA.NUS.ATLS,False
"Borrowers from commercial banks (per 1,000 adults)","Claims on central government, etc. (% GDP)",0.11087573402323704,FB.CBK.BRWR.P3,FS.AST.CGOV.GD.ZS,False
Bank capital to assets ratio (%),Broad money to total reserves ratio,0.11073854163213215,FB.BNK.CAPA.ZS,FM.LBL.BMNY.IR.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)","Official exchange rate (LCU per US$, period average)",0.10975407491071704,FX.OWN.TOTL.OL.ZS,PA.NUS.FCRF,False
"Borrowers from commercial banks (per 1,000 adults)","Inflation, consumer prices (annual %)",0.10928711483056365,FB.CBK.BRWR.P3,FP.CPI.TOTL.ZG,False
Lending interest rate (%),Real effective exchange rate index (2010 = 100),0.10847508565852426,FR.INR.LEND,PX.REX.REER,False
"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",Real interest rate (%),0.10843469320870355,FX.OWN.TOTL.SO.ZS,FR.INR.RINR,False
"Interest rate spread (lending rate minus deposit rate, %)",Net domestic credit (current LCU),0.1081575852922005,FR.INR.LNDP,FM.AST.DOMS.CN,False
"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",Broad money (current LCU),0.10761433396817281,FX.OWN.TOTL.YG.ZS,FM.LBL.BMNY.CN,False
Bank liquid reserves to bank assets ratio (%),Claims on central government (annual growth as % of broad money),0.10756220798968444,FD.RES.LIQU.AS.ZS,FM.AST.CGOV.ZG.M3,False
"Borrowers from commercial banks (per 1,000 adults)","Risk premium on lending (lending rate minus treasury bill rate, %)",0.10748422117068418,FB.CBK.BRWR.P3,FR.INR.RISK,False
Bank nonperforming loans to total gross loans (%),Broad money (current LCU),0.10730731528995319,FB.AST.NPER.ZS,FM.LBL.BMNY.CN,False
"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)","Debt service (PPG and IMF only, % of exports of goods, services and primary income)",0.10723381387449078,FX.OWN.TOTL.40.ZS,DT.TDS.DPPF.XP.ZS,False
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)","Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",0.10697823125321522,DT.TDS.DPPF.XP.ZS,SG.DMK.SRCR.FN.ZS,False
"Claims on central government, etc. (% GDP)",Deposit interest rate (%),0.10657304247797166,FS.AST.CGOV.GD.ZS,FR.INR.DPST,False
Average transaction cost of sending remittances to a specific country (%),Claims on other sectors of the domestic economy (annual growth as % of broad money),0.10641887181688904,SI.RMT.COST.IB.ZS,FM.AST.DOMO.ZG.M3,False
"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",Claims on private sector (annual growth as % of broad money),0.1056545168318652,FX.OWN.TOTL.40.ZS,FM.AST.PRVT.ZG.M3,False
Average transaction cost of sending remittances to a specific country (%),Claims on private sector (annual growth as % of broad money),0.10547600869755175,SI.RMT.COST.IB.ZS,FM.AST.PRVT.ZG.M3,False
Claims on other sectors of the domestic economy (% of GDP),Net domestic credit (current LCU),0.10541610585115425,FS.AST.DOMO.GD.ZS,FM.AST.DOMS.CN,False
Broad money (current LCU),"Interest rate spread (lending rate minus deposit rate, %)",0.10502811480103061,FM.LBL.BMNY.CN,FR.INR.LNDP,False
Bank nonperforming loans to total gross loans (%),Lending interest rate (%),0.10495447794005476,FB.AST.NPER.ZS,FR.INR.LEND,False
Broad money growth (annual %),Consumer price index (2010 = 100),0.10484370995055804,FM.LBL.BMNY.ZG,FP.CPI.TOTL,False
DEC alternative conversion factor (LCU per US$),Women Business and the Law Index Score (scale 1-100),0.10483231426902744,PA.NUS.ATLS,SG.LAW.INDX,False
Deposit interest rate (%),Real effective exchange rate index (2010 = 100),0.10463664199096637,FR.INR.DPST,PX.REX.REER,False
Bank nonperforming loans to total gross loans (%),Real effective exchange rate index (2010 = 100),0.10449468669652094,FB.AST.NPER.ZS,PX.REX.REER,False
"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)","Official exchange rate (LCU per US$, period average)",0.10382543978565792,FX.OWN.TOTL.60.ZS,PA.NUS.FCRF,False
"Borrowers from commercial banks (per 1,000 adults)","Inflation, GDP deflator: linked series (annual %)",0.10304951285315932,FB.CBK.BRWR.P3,NY.GDP.DEFL.KD.ZG.AD,False
Bank nonperforming loans to total gross loans (%),Net domestic credit (current LCU),0.10270124894310863,FB.AST.NPER.ZS,FM.AST.DOMS.CN,False
Average transaction cost of sending remittances from a specific country (%),Claims on private sector (annual growth as % of broad money),0.10249854923863953,SI.RMT.COST.OB.ZS,FM.AST.PRVT.ZG.M3,False
Broad money to total reserves ratio,Lending interest rate (%),0.1024731817649501,FM.LBL.BMNY.IR.ZS,FR.INR.LEND,False
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)","Official exchange rate (LCU per US$, period average)",0.10198238141516744,FX.OWN.TOTL.MA.ZS,PA.NUS.FCRF,False
Proportion of seats held by women in national parliaments (%),Women who were first married by age 15 (% of women ages 20-24),0.10175010748635899,SG.GEN.PARL.ZS,SP.M15.2024.FE.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",Claims on private sector (annual growth as % of broad money),0.10145322461692023,FX.OWN.TOTL.SO.ZS,FM.AST.PRVT.ZG.M3,False
"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",DEC alternative conversion factor (LCU per US$),0.10104262079737081,FX.OWN.TOTL.OL.ZS,PA.NUS.ATLS,False
"Borrowers from commercial banks (per 1,000 adults)","Inflation, GDP deflator (annual %)",0.10096204699247494,FB.CBK.BRWR.P3,NY.GDP.DEFL.KD.ZG,False
"Depositors with commercial banks (per 1,000 adults)","Interest rate spread (lending rate minus deposit rate, %)",0.10091094110147053,FB.CBK.DPTR.P3,FR.INR.LNDP,False
Average transaction cost of sending remittances to a specific country (%),Claims on other sectors of the domestic economy (% of GDP),0.10089806069044259,SI.RMT.COST.IB.ZS,FS.AST.DOMO.GD.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",Claims on private sector (annual growth as % of broad money),0.10080486569930963,FX.OWN.TOTL.MA.ZS,FM.AST.PRVT.ZG.M3,False
Broad money (current LCU),Claims on other sectors of the domestic economy (% of GDP),0.10062299431040149,FM.LBL.BMNY.CN,FS.AST.DOMO.GD.ZS,False
"Inflation, consumer prices (annual %)",Women Business and the Law Index Score (scale 1-100),0.100537484892243,FP.CPI.TOTL.ZG,SG.LAW.INDX,False
Deposit interest rate (%),GDP deflator: linked series (base year varies by country),0.10015365955832879,FR.INR.DPST,NY.GDP.DEFL.ZS.AD,False
Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),Average transaction cost of sending remittances from a specific country (%),0.09989457318338986,FX.OWN.TOTL.ZS,SI.RMT.COST.OB.ZS,False
Domestic credit to private sector (% of GDP),Real interest rate (%),0.09985987835602785,FS.AST.PRVT.GD.ZS,FR.INR.RINR,False
Bank capital to assets ratio (%),Real effective exchange rate index (2010 = 100),0.09983773833875367,FB.BNK.CAPA.ZS,PX.REX.REER,False
Domestic credit provided by financial sector (% of GDP),Real effective exchange rate index (2010 = 100),0.09955290341773616,FS.AST.DOMS.GD.ZS,PX.REX.REER,False
Average transaction cost of sending remittances from a specific country (%),"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",0.0992887624835937,SI.RMT.COST.OB.ZS,SG.TIM.UWRK.MA,False
Deposit interest rate (%),GDP deflator (base year varies by country),0.0992678143676494,FR.INR.DPST,NY.GDP.DEFL.ZS,False
Average transaction cost of sending remittances to a specific country (%),Broad money (% of GDP),0.09902251453962956,SI.RMT.COST.IB.ZS,FM.LBL.BMNY.GD.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",Claims on private sector (annual growth as % of broad money),0.0989433442399686,FX.OWN.TOTL.60.ZS,FM.AST.PRVT.ZG.M3,False
Lending interest rate (%),"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",0.09861297287015226,FR.INR.LEND,SG.DMK.SRCR.FN.ZS,False
Claims on central government (annual growth as % of broad money),"Claims on central government, etc. (% GDP)",0.09825570182340451,FM.AST.CGOV.ZG.M3,FS.AST.CGOV.GD.ZS,False
"Borrowers from commercial banks (per 1,000 adults)",DEC alternative conversion factor (LCU per US$),0.09759013346772016,FB.CBK.BRWR.P3,PA.NUS.ATLS,False
Consumer price index (2010 = 100),Women who were first married by age 18 (% of women ages 20-24),0.09756825543398501,FP.CPI.TOTL,SP.M18.2024.FE.ZS,False
"Official exchange rate (LCU per US$, period average)","Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",0.09741489229665679,PA.NUS.FCRF,SG.DMK.ALLD.FN.ZS,False
Broad money growth (annual %),"Depositors with commercial banks (per 1,000 adults)",0.09729541511967836,FM.LBL.BMNY.ZG,FB.CBK.DPTR.P3,False
"Interest rate spread (lending rate minus deposit rate, %)",Real effective exchange rate index (2010 = 100),0.0967223593411781,FR.INR.LNDP,PX.REX.REER,False
Average transaction cost of sending remittances from a specific country (%),Real effective exchange rate index (2010 = 100),0.09640293635380104,SI.RMT.COST.OB.ZS,PX.REX.REER,False
Claims on central government (annual growth as % of broad money),Real interest rate (%),0.09638800759367622,FM.AST.CGOV.ZG.M3,FR.INR.RINR,False
"Commercial bank branches (per 100,000 adults)",Deposit interest rate (%),0.09632649665452546,FB.CBK.BRCH.P5,FR.INR.DPST,False
"Depositors with commercial banks (per 1,000 adults)",Real interest rate (%),0.09626970755864375,FB.CBK.DPTR.P3,FR.INR.RINR,False
DEC alternative conversion factor (LCU per US$),Real effective exchange rate index (2010 = 100),0.09597644483075743,PA.NUS.ATLS,PX.REX.REER,False
Real interest rate (%),Women who were first married by age 18 (% of women ages 20-24),0.09586884438042,FR.INR.RINR,SP.M18.2024.FE.ZS,False
Bank liquid reserves to bank assets ratio (%),Bank nonperforming loans to total gross loans (%),0.09565689664808608,FD.RES.LIQU.AS.ZS,FB.AST.NPER.ZS,False
Bank nonperforming loans to total gross loans (%),Consumer price index (2010 = 100),0.09524278120521551,FB.AST.NPER.ZS,FP.CPI.TOTL,False
Bank capital to assets ratio (%),Deposit interest rate (%),0.09517615644574481,FB.BNK.CAPA.ZS,FR.INR.DPST,False
Broad money growth (annual %),"Risk premium on lending (lending rate minus treasury bill rate, %)",0.09506713238521147,FM.LBL.BMNY.ZG,FR.INR.RISK,False
"Interest rate spread (lending rate minus deposit rate, %)",Net foreign assets (current LCU),0.0948977301502933,FR.INR.LNDP,FM.AST.NFRG.CN,False
Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),"Official exchange rate (LCU per US$, period average)",0.09472825290303093,FX.OWN.TOTL.ZS,PA.NUS.FCRF,False
"Claims on central government, etc. (% GDP)","Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",0.09454560670999794,FS.AST.CGOV.GD.ZS,SG.DMK.SRCR.FN.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)","Official exchange rate (LCU per US$, period average)",0.09441199747583076,FX.OWN.TOTL.40.ZS,PA.NUS.FCRF,False
"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",DEC alternative conversion factor (LCU per US$),0.09440301170525453,FX.OWN.TOTL.60.ZS,PA.NUS.ATLS,False
Monetary Sector credit to private sector (% GDP),Real interest rate (%),0.09331223705084363,FM.AST.PRVT.GD.ZS,FR.INR.RINR,False
Consumer price index (2010 = 100),Real interest rate (%),0.09327225499602529,FP.CPI.TOTL,FR.INR.RINR,False
Claims on central government (annual growth as % of broad money),Consumer price index (2010 = 100),0.09305483623246553,FM.AST.CGOV.ZG.M3,FP.CPI.TOTL,False
Broad money (current LCU),"Depositors with commercial banks (per 1,000 adults)",0.0928766565031444,FM.LBL.BMNY.CN,FB.CBK.DPTR.P3,False
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",DEC alternative conversion factor (LCU per US$),0.09286316954469041,FX.OWN.TOTL.MA.ZS,PA.NUS.ATLS,False
"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",Consumer price index (2010 = 100),0.09281215274866211,FX.OWN.TOTL.60.ZS,FP.CPI.TOTL,False
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)","Depositors with commercial banks (per 1,000 adults)",0.0923742082731348,DT.TDS.DPPF.XP.ZS,FB.CBK.DPTR.P3,False
"Commercial bank branches (per 100,000 adults)",Proportion of seats held by women in national parliaments (%),0.09207740302406604,FB.CBK.BRCH.P5,SG.GEN.PARL.ZS,False
Consumer price index (2010 = 100),Women who were first married by age 15 (% of women ages 20-24),0.09207161286925244,FP.CPI.TOTL,SP.M15.2024.FE.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",Average transaction cost of sending remittances from a specific country (%),0.09179917280684437,FX.OWN.TOTL.FE.ZS,SI.RMT.COST.OB.ZS,False
Bank nonperforming loans to total gross loans (%),Women Business and the Law Index Score (scale 1-100),0.09172164754689315,FB.AST.NPER.ZS,SG.LAW.INDX,False
Domestic credit provided by financial sector (% of GDP),"Official exchange rate (LCU per US$, period average)",0.09148716029051547,FS.AST.DOMS.GD.ZS,PA.NUS.FCRF,False
"Risk premium on lending (lending rate minus treasury bill rate, %)",Women who were first married by age 15 (% of women ages 20-24),0.0914709803087068,FR.INR.RISK,SP.M15.2024.FE.ZS,False
DEC alternative conversion factor (LCU per US$),Domestic credit provided by financial sector (% of GDP),0.09136108931879118,PA.NUS.ATLS,FS.AST.DOMS.GD.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",Consumer price index (2010 = 100),0.09135634683531864,FX.OWN.TOTL.OL.ZS,FP.CPI.TOTL,False
Broad money (current LCU),Women who were first married by age 18 (% of women ages 20-24),0.09101302764250065,FM.LBL.BMNY.CN,SP.M18.2024.FE.ZS,False
Lending interest rate (%),"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",0.09085580338681498,FR.INR.LEND,SG.TIM.UWRK.MA,False
Bank nonperforming loans to total gross loans (%),Women who were first married by age 18 (% of women ages 20-24),0.0907950141610256,FB.AST.NPER.ZS,SP.M18.2024.FE.ZS,False
Claims on other sectors of the domestic economy (annual growth as % of broad money),Wholesale price index (2010 = 100),0.09058835908544702,FM.AST.DOMO.ZG.M3,FP.WPI.TOTL,False
"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",Claims on private sector (annual growth as % of broad money),0.090568536689701,FX.OWN.TOTL.YG.ZS,FM.AST.PRVT.ZG.M3,False
GDP deflator: linked series (base year varies by country),Women Business and the Law Index Score (scale 1-100),0.09043217184453195,NY.GDP.DEFL.ZS.AD,SG.LAW.INDX,False
GDP deflator (base year varies by country),Women Business and the Law Index Score (scale 1-100),0.09016972165154599,NY.GDP.DEFL.ZS,SG.LAW.INDX,False
"Commercial bank branches (per 100,000 adults)","Inflation, GDP deflator (annual %)",0.08989430673833258,FB.CBK.BRCH.P5,NY.GDP.DEFL.KD.ZG,False
Bank capital to assets ratio (%),Real interest rate (%),0.08987770700877935,FB.BNK.CAPA.ZS,FR.INR.RINR,False
Bank nonperforming loans to total gross loans (%),Net foreign assets (current LCU),0.08916080537343515,FB.AST.NPER.ZS,FM.AST.NFRG.CN,False
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)","Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",0.08897373295551014,FX.OWN.TOTL.PL.ZS,SG.DMK.SRCR.FN.ZS,False
Bank liquid reserves to bank assets ratio (%),"Depositors with commercial banks (per 1,000 adults)",0.08843723432059082,FD.RES.LIQU.AS.ZS,FB.CBK.DPTR.P3,False
"Commercial bank branches (per 100,000 adults)","Inflation, GDP deflator: linked series (annual %)",0.08813149992203426,FB.CBK.BRCH.P5,NY.GDP.DEFL.KD.ZG.AD,False
Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),Claims on private sector (annual growth as % of broad money),0.08787380756639264,FX.OWN.TOTL.ZS,FM.AST.PRVT.ZG.M3,False
Broad money to total reserves ratio,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",0.08754910592545788,FM.LBL.BMNY.IR.ZS,SG.DMK.SRCR.FN.ZS,False
Claims on other sectors of the domestic economy (annual growth as % of broad money),Women who were first married by age 15 (% of women ages 20-24),0.0871639308598019,FM.AST.DOMO.ZG.M3,SP.M15.2024.FE.ZS,False
