Indicator1,Indicator2,Absolute_Correlation,Indicator1_Code,Indicator2_Code,Is_Highly_Correlated
"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)","Inflation, GDP deflator (annual %)",0.07661720321698402,FX.OWN.TOTL.60.ZS,NY.GDP.DEFL.KD.ZG,False
"Depositors with commercial banks (per 1,000 adults)",Real interest rate (%),0.07649523456240932,FB.CBK.DPTR.P3,FR.INR.RINR,False
Net domestic credit (current LCU),"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",0.07643328400916911,FM.AST.DOMS.CN,FX.OWN.TOTL.YG.ZS,False
Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),GDP deflator (base year varies by country),0.07620677237454068,FX.OWN.TOTL.ZS,NY.GDP.DEFL.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",GDP deflator: linked series (base year varies by country),0.07615513562085205,FX.OWN.TOTL.FE.ZS,NY.GDP.DEFL.ZS.AD,False
Bank liquid reserves to bank assets ratio (%),Lending interest rate (%),0.07615068580444817,FD.RES.LIQU.AS.ZS,FR.INR.LEND,False
Claims on other sectors of the domestic economy (annual growth as % of broad money),Real effective exchange rate index (2010 = 100),0.07604930363920032,FM.AST.DOMO.ZG.M3,PX.REX.REER,False
Deposit interest rate (%),Real interest rate (%),0.07564277098607226,FR.INR.DPST,FR.INR.RINR,False
Bank nonperforming loans to total gross loans (%),Real interest rate (%),0.07546522410967184,FB.AST.NPER.ZS,FR.INR.RINR,False
Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),GDP deflator: linked series (base year varies by country),0.07543102895892777,FX.OWN.TOTL.ZS,NY.GDP.DEFL.ZS.AD,False
"Interest rate spread (lending rate minus deposit rate, %)","Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",0.07492504366937511,FR.INR.LNDP,SG.TIM.UWRK.FE,False
Broad money (current LCU),Claims on other sectors of the domestic economy (% of GDP),0.07492143187369378,FM.LBL.BMNY.CN,FS.AST.DOMO.GD.ZS,False
GDP deflator (base year varies by country),Women Business and the Law Index Score (scale 1-100),0.07469108342060286,NY.GDP.DEFL.ZS,SG.LAW.INDX,False
"Borrowers from commercial banks (per 1,000 adults)",Real interest rate (%),0.07442942226993714,FB.CBK.BRWR.P3,FR.INR.RINR,False
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)","Inflation, GDP deflator (annual %)",0.07442384844020182,FX.OWN.TOTL.MA.ZS,NY.GDP.DEFL.KD.ZG,False
Net foreign assets (current LCU),Women who were first married by age 18 (% of women ages 20-24),0.07421130353522254,FM.AST.NFRG.CN,SP.M18.2024.FE.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",GDP deflator (base year varies by country),0.07414000917878612,FX.OWN.TOTL.40.ZS,NY.GDP.DEFL.ZS,False
Broad money (current LCU),Women who were first married by age 15 (% of women ages 20-24),0.07413755977668596,FM.LBL.BMNY.CN,SP.M15.2024.FE.ZS,False
"Borrowers from commercial banks (per 1,000 adults)","Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",0.07407212889247931,FB.CBK.BRWR.P3,SG.DMK.ALLD.FN.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",GDP deflator (base year varies by country),0.0739708534160968,FX.OWN.TOTL.MA.ZS,NY.GDP.DEFL.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",GDP deflator (base year varies by country),0.07390194739105864,FX.OWN.TOTL.OL.ZS,NY.GDP.DEFL.ZS,False
"Depositors with commercial banks (per 1,000 adults)",Broad money growth (annual %),0.0738894790257624,FB.CBK.DPTR.P3,FM.LBL.BMNY.ZG,False
"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)","Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",0.07379501848450781,FX.OWN.TOTL.60.ZS,SG.DMK.ALLD.FN.ZS,False
GDP deflator: linked series (base year varies by country),Women Business and the Law Index Score (scale 1-100),0.07366339376181817,NY.GDP.DEFL.ZS.AD,SG.LAW.INDX,False
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)","Inflation, GDP deflator (annual %)",0.07360547203638375,FX.OWN.TOTL.PL.ZS,NY.GDP.DEFL.KD.ZG,False
"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",GDP deflator: linked series (base year varies by country),0.0736028681864676,FX.OWN.TOTL.40.ZS,NY.GDP.DEFL.ZS.AD,False
"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)","Inflation, GDP deflator (annual %)",0.07358677075125251,FX.OWN.TOTL.40.ZS,NY.GDP.DEFL.KD.ZG,False
Claims on other sectors of the domestic economy (annual growth as % of broad money),Women Business and the Law Index Score (scale 1-100),0.0733215233112799,FM.AST.DOMO.ZG.M3,SG.LAW.INDX,False
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",GDP deflator: linked series (base year varies by country),0.07317986881958705,FX.OWN.TOTL.MA.ZS,NY.GDP.DEFL.ZS.AD,False
"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",GDP deflator: linked series (base year varies by country),0.0730970701420613,FX.OWN.TOTL.OL.ZS,NY.GDP.DEFL.ZS.AD,False
"Automated teller machines (ATMs) (per 100,000 adults)",Broad money to total reserves ratio,0.07296882374999085,FB.ATM.TOTL.P5,FM.LBL.BMNY.IR.ZS,False
Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),"Inflation, GDP deflator (annual %)",0.07267800511149416,FX.OWN.TOTL.ZS,NY.GDP.DEFL.KD.ZG,False
"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)","Inflation, GDP deflator (annual %)",0.0723168045552303,FX.OWN.TOTL.OL.ZS,NY.GDP.DEFL.KD.ZG,False
Bank capital to assets ratio (%),"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",0.07208297116418338,FB.BNK.CAPA.ZS,SG.TIM.UWRK.MA,False
Claims on other sectors of the domestic economy (annual growth as % of broad money),"Official exchange rate (LCU per US$, period average)",0.07193315909662511,FM.AST.DOMO.ZG.M3,PA.NUS.FCRF,False
Bank capital to assets ratio (%),Women who were first married by age 15 (% of women ages 20-24),0.07156893900743169,FB.BNK.CAPA.ZS,SP.M15.2024.FE.ZS,False
Net foreign assets (current LCU),Average transaction cost of sending remittances from a specific country (%),0.07145854304227087,FM.AST.NFRG.CN,SI.RMT.COST.OB.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)","Inflation, GDP deflator: linked series (annual %)",0.0714432041071187,FX.OWN.TOTL.SO.ZS,NY.GDP.DEFL.KD.ZG.AD,False
"Claims on central government, etc. (% GDP)",Average transaction cost of sending remittances from a specific country (%),0.07137047096074475,FS.AST.CGOV.GD.ZS,SI.RMT.COST.OB.ZS,False
Real effective exchange rate index (2010 = 100),"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",0.07104862844487561,PX.REX.REER,SG.DMK.SRCR.FN.ZS,False
"Inflation, GDP deflator: linked series (annual %)",Women Business and the Law Index Score (scale 1-100),0.07089034615424886,NY.GDP.DEFL.KD.ZG.AD,SG.LAW.INDX,False
"Inflation, GDP deflator (annual %)",Women Business and the Law Index Score (scale 1-100),0.0706717077510759,NY.GDP.DEFL.KD.ZG,SG.LAW.INDX,False
Monetary Sector credit to private sector (% GDP),"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",0.07055087366452951,FM.AST.PRVT.GD.ZS,SG.DMK.SRCR.FN.ZS,False
GDP deflator (base year varies by country),Women who were first married by age 18 (% of women ages 20-24),0.0705196275299129,NY.GDP.DEFL.ZS,SP.M18.2024.FE.ZS,False
GDP deflator: linked series (base year varies by country),Women who were first married by age 18 (% of women ages 20-24),0.07049954691738977,NY.GDP.DEFL.ZS.AD,SP.M18.2024.FE.ZS,False
Claims on private sector (annual growth as % of broad money),Women who were first married by age 15 (% of women ages 20-24),0.07032084140565449,FM.AST.PRVT.ZG.M3,SP.M15.2024.FE.ZS,False
Claims on other sectors of the domestic economy (annual growth as % of broad money),"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",0.07006166954976384,FM.AST.DOMO.ZG.M3,SG.TIM.UWRK.FE,False
Bank capital to assets ratio (%),Real interest rate (%),0.06997731863696695,FB.BNK.CAPA.ZS,FR.INR.RINR,False
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",Average transaction cost of sending remittances to a specific country (%),0.06996425629377483,FX.OWN.TOTL.MA.ZS,SI.RMT.COST.IB.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)","Inflation, GDP deflator: linked series (annual %)",0.06981725313178538,FX.OWN.TOTL.60.ZS,NY.GDP.DEFL.KD.ZG.AD,False
Claims on other sectors of the domestic economy (% of GDP),Women who were first married by age 18 (% of women ages 20-24),0.06974360799352569,FS.AST.DOMO.GD.ZS,SP.M18.2024.FE.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)","Inflation, GDP deflator (annual %)",0.06968973571264761,FX.OWN.TOTL.FE.ZS,NY.GDP.DEFL.KD.ZG,False
Domestic credit to private sector by banks (% of GDP),"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",0.06965186827165545,FD.AST.PRVT.GD.ZS,SG.DMK.SRCR.FN.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)","Inflation, GDP deflator (annual %)",0.06964373849454687,FX.OWN.TOTL.YG.ZS,NY.GDP.DEFL.KD.ZG,False
"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)","Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",0.06917182679036392,FX.OWN.TOTL.OL.ZS,SG.DMK.ALLD.FN.ZS,False
Broad money (current LCU),"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",0.06916957907497182,FM.LBL.BMNY.CN,FX.OWN.TOTL.FE.ZS,False
Bank liquid reserves to bank assets ratio (%),Claims on private sector (annual growth as % of broad money),0.06903232456093937,FD.RES.LIQU.AS.ZS,FM.AST.PRVT.ZG.M3,False
Net domestic credit (current LCU),Women who were first married by age 15 (% of women ages 20-24),0.06893290867964828,FM.AST.DOMS.CN,SP.M15.2024.FE.ZS,False
Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",0.06889805168999893,FX.OWN.TOTL.ZS,SG.DMK.ALLD.FN.ZS,False
GDP deflator (base year varies by country),Average transaction cost of sending remittances to a specific country (%),0.06868282396030738,NY.GDP.DEFL.ZS,SI.RMT.COST.IB.ZS,False
GDP deflator: linked series (base year varies by country),Average transaction cost of sending remittances to a specific country (%),0.06867418672729991,NY.GDP.DEFL.ZS.AD,SI.RMT.COST.IB.ZS,False
"Borrowers from commercial banks (per 1,000 adults)",Broad money (current LCU),0.06866583318671554,FB.CBK.BRWR.P3,FM.LBL.BMNY.CN,False
Claims on central government (annual growth as % of broad money),Wholesale price index (2010 = 100),0.06865204416653911,FM.AST.CGOV.ZG.M3,FP.WPI.TOTL,False
Wholesale price index (2010 = 100),"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",0.06857704832416159,FP.WPI.TOTL,FX.OWN.TOTL.SO.ZS,False
"Borrowers from commercial banks (per 1,000 adults)","Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",0.06845723205920466,FB.CBK.BRWR.P3,SG.TIM.UWRK.FE,False
Claims on central government (annual growth as % of broad money),GDP deflator (base year varies by country),0.06843069452467311,FM.AST.CGOV.ZG.M3,NY.GDP.DEFL.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)","Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",0.06833020067789014,FX.OWN.TOTL.FE.ZS,SG.DMK.ALLD.FN.ZS,False
Claims on central government (annual growth as % of broad money),GDP deflator: linked series (base year varies by country),0.06812255211052241,FM.AST.CGOV.ZG.M3,NY.GDP.DEFL.ZS.AD,False
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)","Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",0.06805606356466405,FX.OWN.TOTL.MA.ZS,SG.DMK.ALLD.FN.ZS,False
"Inflation, consumer prices (annual %)",Domestic credit provided by financial sector (% of GDP),0.06757173748120333,FP.CPI.TOTL.ZG,FS.AST.DOMS.GD.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)","Inflation, GDP deflator: linked series (annual %)",0.06756142172621013,FX.OWN.TOTL.MA.ZS,NY.GDP.DEFL.KD.ZG.AD,False
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)","Inflation, GDP deflator: linked series (annual %)",0.06740353517238168,FX.OWN.TOTL.PL.ZS,NY.GDP.DEFL.KD.ZG.AD,False
"Interest rate spread (lending rate minus deposit rate, %)",Women who were first married by age 18 (% of women ages 20-24),0.06723028769943461,FR.INR.LNDP,SP.M18.2024.FE.ZS,False
Net foreign assets (current LCU),Women who were first married by age 15 (% of women ages 20-24),0.06718538884699701,FM.AST.NFRG.CN,SP.M15.2024.FE.ZS,False
Bank liquid reserves to bank assets ratio (%),Real interest rate (%),0.06710621408123835,FD.RES.LIQU.AS.ZS,FR.INR.RINR,False
"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)","Inflation, GDP deflator: linked series (annual %)",0.06688206057232444,FX.OWN.TOTL.40.ZS,NY.GDP.DEFL.KD.ZG.AD,False
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",GDP deflator (base year varies by country),0.06655890957786506,FX.OWN.TOTL.PL.ZS,NY.GDP.DEFL.ZS,False
Bank nonperforming loans to total gross loans (%),"Depositors with commercial banks (per 1,000 adults)",0.06652157982694402,FB.AST.NPER.ZS,FB.CBK.DPTR.P3,False
Domestic credit to private sector (% of GDP),"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",0.06651388376420113,FS.AST.PRVT.GD.ZS,SG.TIM.UWRK.MA,False
Domestic credit to private sector by banks (% of GDP),"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",0.06648399431960025,FD.AST.PRVT.GD.ZS,SG.DMK.ALLD.FN.ZS,False
"Depositors with commercial banks (per 1,000 adults)",Deposit interest rate (%),0.06637929272284182,FB.CBK.DPTR.P3,FR.INR.DPST,False
Monetary Sector credit to private sector (% GDP),"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",0.06637118612570689,FM.AST.PRVT.GD.ZS,SG.DMK.ALLD.FN.ZS,False
"Depositors with commercial banks (per 1,000 adults)",Average transaction cost of sending remittances from a specific country (%),0.06629940694797909,FB.CBK.DPTR.P3,SI.RMT.COST.OB.ZS,False
Bank nonperforming loans to total gross loans (%),"Risk premium on lending (lending rate minus treasury bill rate, %)",0.06599088034162154,FB.AST.NPER.ZS,FR.INR.RISK,False
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",GDP deflator: linked series (base year varies by country),0.0659793378177372,FX.OWN.TOTL.PL.ZS,NY.GDP.DEFL.ZS.AD,False
Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),"Inflation, GDP deflator: linked series (annual %)",0.06597735403295252,FX.OWN.TOTL.ZS,NY.GDP.DEFL.KD.ZG.AD,False
"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)","Inflation, GDP deflator: linked series (annual %)",0.06572907217628922,FX.OWN.TOTL.OL.ZS,NY.GDP.DEFL.KD.ZG.AD,False
Bank nonperforming loans to total gross loans (%),Net domestic credit (current LCU),0.06521291716000824,FB.AST.NPER.ZS,FM.AST.DOMS.CN,False
Consumer price index (2010 = 100),Women who were first married by age 15 (% of women ages 20-24),0.06496528667992311,FP.CPI.TOTL,SP.M15.2024.FE.ZS,False
Broad money (current LCU),Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),0.06481194574245329,FM.LBL.BMNY.CN,FX.OWN.TOTL.ZS,False
"Commercial bank branches (per 100,000 adults)",Broad money growth (annual %),0.06474364081365848,FB.CBK.BRCH.P5,FM.LBL.BMNY.ZG,False
Consumer price index (2010 = 100),Proportion of seats held by women in national parliaments (%),0.06461853277825257,FP.CPI.TOTL,SG.GEN.PARL.ZS,False
Broad money (current LCU),"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",0.06439235356315347,FM.LBL.BMNY.CN,FX.OWN.TOTL.40.ZS,False
Claims on central government (annual growth as % of broad money),Average transaction cost of sending remittances from a specific country (%),0.06437719313819475,FM.AST.CGOV.ZG.M3,SI.RMT.COST.OB.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",Average transaction cost of sending remittances to a specific country (%),0.0640925980288562,FX.OWN.TOTL.60.ZS,SI.RMT.COST.IB.ZS,False
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",Women who were first married by age 18 (% of women ages 20-24),0.06402214555023587,SG.TIM.UWRK.MA,SP.M18.2024.FE.ZS,False
Deposit interest rate (%),Domestic credit to private sector (% of GDP),0.06401233748588586,FR.INR.DPST,FS.AST.PRVT.GD.ZS,False
Broad money (current LCU),"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",0.06387536502031926,FM.LBL.BMNY.CN,FX.OWN.TOTL.PL.ZS,False
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DEC alternative conversion factor (LCU per US$),0.06357332967582206,DT.TDS.DPPF.XP.ZS,PA.NUS.ATLS,False
Proportion of seats held by women in national parliaments (%),"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",0.06354421732611006,SG.GEN.PARL.ZS,SG.TIM.UWRK.MA,False
Broad money (current LCU),"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",0.06352292782131301,FM.LBL.BMNY.CN,FX.OWN.TOTL.SO.ZS,False
"Automated teller machines (ATMs) (per 100,000 adults)","Inflation, GDP deflator (annual %)",0.06350129509206158,FB.ATM.TOTL.P5,NY.GDP.DEFL.KD.ZG,False
"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)","Inflation, GDP deflator: linked series (annual %)",0.06347223538731897,FX.OWN.TOTL.YG.ZS,NY.GDP.DEFL.KD.ZG.AD,False
"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)","Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",0.06337820119445144,FX.OWN.TOTL.40.ZS,SG.DMK.ALLD.FN.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)","Inflation, GDP deflator: linked series (annual %)",0.06324392481118546,FX.OWN.TOTL.FE.ZS,NY.GDP.DEFL.KD.ZG.AD,False
Claims on other sectors of the domestic economy (annual growth as % of broad money),"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",0.06308291602825962,FM.AST.DOMO.ZG.M3,SG.DMK.SRCR.FN.ZS,False
Broad money (% of GDP),Domestic credit provided by financial sector (% of GDP),0.06300800402639911,FM.LBL.BMNY.GD.ZS,FS.AST.DOMS.GD.ZS,False
Wholesale price index (2010 = 100),"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",0.06295100715352779,FP.WPI.TOTL,FX.OWN.TOTL.OL.ZS,False
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",Bank nonperforming loans to total gross loans (%),0.0627575602408001,DT.TDS.DPPF.XP.ZS,FB.AST.NPER.ZS,False
Domestic credit provided by financial sector (% of GDP),Average transaction cost of sending remittances from a specific country (%),0.06274790374981207,FS.AST.DOMS.GD.ZS,SI.RMT.COST.OB.ZS,False
Bank liquid reserves to bank assets ratio (%),Claims on other sectors of the domestic economy (annual growth as % of broad money),0.06262311238365771,FD.RES.LIQU.AS.ZS,FM.AST.DOMO.ZG.M3,False
"Inflation, GDP deflator (annual %)",GDP deflator: linked series (base year varies by country),0.06207044727611305,NY.GDP.DEFL.KD.ZG,NY.GDP.DEFL.ZS.AD,False
"Depositors with commercial banks (per 1,000 adults)",Bank liquid reserves to bank assets ratio (%),0.062059236829325064,FB.CBK.DPTR.P3,FD.RES.LIQU.AS.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)","Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",0.06186644340878156,FX.OWN.TOTL.YG.ZS,SG.DMK.ALLD.FN.ZS,False
"Inflation, GDP deflator (annual %)",GDP deflator (base year varies by country),0.06178517422164107,NY.GDP.DEFL.KD.ZG,NY.GDP.DEFL.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",DEC alternative conversion factor (LCU per US$),0.061740851642773514,FX.OWN.TOTL.OL.ZS,PA.NUS.ATLS,False
Consumer price index (2010 = 100),"Risk premium on lending (lending rate minus treasury bill rate, %)",0.06167217541761228,FP.CPI.TOTL,FR.INR.RISK,False
"Claims on central government, etc. (% GDP)",Average transaction cost of sending remittances to a specific country (%),0.06155288657618346,FS.AST.CGOV.GD.ZS,SI.RMT.COST.IB.ZS,False
Wholesale price index (2010 = 100),"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",0.061235649529453935,FP.WPI.TOTL,FX.OWN.TOTL.60.ZS,False
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)","Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",0.061118386826020214,SG.DMK.SRCR.FN.ZS,SG.TIM.UWRK.MA,False
Wholesale price index (2010 = 100),"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",0.061010804594849505,FP.WPI.TOTL,SG.TIM.UWRK.MA,False
"Borrowers from commercial banks (per 1,000 adults)",Wholesale price index (2010 = 100),0.060753432730299324,FB.CBK.BRWR.P3,FP.WPI.TOTL,False
Bank nonperforming loans to total gross loans (%),Average transaction cost of sending remittances to a specific country (%),0.06073460897767578,FB.AST.NPER.ZS,SI.RMT.COST.IB.ZS,False
Wholesale price index (2010 = 100),"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",0.06067225718024448,FP.WPI.TOTL,FX.OWN.TOTL.MA.ZS,False
Broad money (current LCU),"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",0.060470575389191525,FM.LBL.BMNY.CN,FX.OWN.TOTL.60.ZS,False
Domestic credit provided by financial sector (% of GDP),Proportion of seats held by women in national parliaments (%),0.05993345644880584,FS.AST.DOMS.GD.ZS,SG.GEN.PARL.ZS,False
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",Real interest rate (%),0.05991928199567777,DT.TDS.DPPF.XP.ZS,FR.INR.RINR,False
"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)","Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",0.05987602759031765,FX.OWN.TOTL.SO.ZS,SG.DMK.ALLD.FN.ZS,False
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",Average transaction cost of sending remittances from a specific country (%),0.059712084068506886,SG.DMK.SRCR.FN.ZS,SI.RMT.COST.OB.ZS,False
Bank capital to assets ratio (%),Women who were first married by age 18 (% of women ages 20-24),0.05952787480087554,FB.BNK.CAPA.ZS,SP.M18.2024.FE.ZS,False
Bank capital to assets ratio (%),Claims on private sector (annual growth as % of broad money),0.0593053334933949,FB.BNK.CAPA.ZS,FM.AST.PRVT.ZG.M3,False
"Automated teller machines (ATMs) (per 100,000 adults)",Broad money (% of GDP),0.059263176098815824,FB.ATM.TOTL.P5,FM.LBL.BMNY.GD.ZS,False
Wholesale price index (2010 = 100),Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),0.05924222845251448,FP.WPI.TOTL,FX.OWN.TOTL.ZS,False
"Automated teller machines (ATMs) (per 100,000 adults)",Real interest rate (%),0.05922775589515145,FB.ATM.TOTL.P5,FR.INR.RINR,False
"Interest rate spread (lending rate minus deposit rate, %)","Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",0.05922236016333657,FR.INR.LNDP,SG.DMK.SRCR.FN.ZS,False
Broad money (current LCU),"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",0.059215172976477624,FM.LBL.BMNY.CN,FX.OWN.TOTL.MA.ZS,False
Claims on other sectors of the domestic economy (annual growth as % of broad money),Consumer price index (2010 = 100),0.05908132054078389,FM.AST.DOMO.ZG.M3,FP.CPI.TOTL,False
Claims on other sectors of the domestic economy (annual growth as % of broad money),"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",0.05875743664220303,FM.AST.DOMO.ZG.M3,FX.OWN.TOTL.OL.ZS,False
"Automated teller machines (ATMs) (per 100,000 adults)","Inflation, GDP deflator: linked series (annual %)",0.05869281654397255,FB.ATM.TOTL.P5,NY.GDP.DEFL.KD.ZG.AD,False
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",Broad money (current LCU),0.05868913595936125,DT.TDS.DPPF.XP.ZS,FM.LBL.BMNY.CN,False
Bank nonperforming loans to total gross loans (%),Broad money (current LCU),0.05840784847292189,FB.AST.NPER.ZS,FM.LBL.BMNY.CN,False
Claims on central government (annual growth as % of broad money),Women who were first married by age 15 (% of women ages 20-24),0.058347212890022766,FM.AST.CGOV.ZG.M3,SP.M15.2024.FE.ZS,False
"Inflation, GDP deflator: linked series (annual %)",GDP deflator (base year varies by country),0.05831546623047515,NY.GDP.DEFL.KD.ZG.AD,NY.GDP.DEFL.ZS,False
"Inflation, GDP deflator: linked series (annual %)",GDP deflator: linked series (base year varies by country),0.058311008677408356,NY.GDP.DEFL.KD.ZG.AD,NY.GDP.DEFL.ZS.AD,False
"Inflation, consumer prices (annual %)",Average transaction cost of sending remittances to a specific country (%),0.05810841064815097,FP.CPI.TOTL.ZG,SI.RMT.COST.IB.ZS,False
Domestic credit to private sector (% of GDP),"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",0.05770489343955634,FS.AST.PRVT.GD.ZS,SG.DMK.ALLD.FN.ZS,False
Claims on other sectors of the domestic economy (annual growth as % of broad money),"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",0.0574515034345785,FM.AST.DOMO.ZG.M3,FX.OWN.TOTL.FE.ZS,False
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",Women who were first married by age 15 (% of women ages 20-24),0.057273541330279745,SG.TIM.UWRK.MA,SP.M15.2024.FE.ZS,False
DEC alternative conversion factor (LCU per US$),Real effective exchange rate index (2010 = 100),0.057179707917774755,PA.NUS.ATLS,PX.REX.REER,False
Wholesale price index (2010 = 100),Domestic credit provided by financial sector (% of GDP),0.05709084283734518,FP.WPI.TOTL,FS.AST.DOMS.GD.ZS,False
"Interest rate spread (lending rate minus deposit rate, %)","Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",0.05692199844485455,FR.INR.LNDP,SG.TIM.UWRK.MA,False
